objectNumber,collection,briefDescription,objectName,title,titleType,material,objectProductionDate,objectProductionDateType,dimensionValue,dimension,dimensionMeasurementUnit,objectProductionPerson,objectProductionPersonRole,objectProductionPersonType,owner,owner Type
60994,Albuquerque Public Art,"Series of photographs about the people and places along mountain Rd in Albuquerque, NM.",photographs,Life on Mountain Road: The History of Transportation,cited,photographic materials,2011,creation,,,,Kyle Zimmerman,artist,person,Albuquerque Public Art,organization
60996,Albuquerque Public Art,"Series of photographs about the people and places along mountain Rd in Albuquerque, NM.",photographs,Life on Mountain Road: The Welder,cited,photographic materials,2011,creation,,,,Kyle Zimmerman,artist,person,Albuquerque Public Art,organization
60999,Albuquerque Public Art,"Series of photographs about the people and places along mountain Rd in Albuquerque, NM.",photographs,Life on Mountain Road: The Parade,cited,photographic materials,2011,creation,,,,Kyle Zimmerman,artist,person,Albuquerque Public Art,organization
61002,Albuquerque Public Art,Series of panoramic photographs of different transportation methods in the Albuquerque area.,photographs,Travel Through ABQ: Trolley,cited,photographic materials,2011,creation,,,,Michael Sanchez,artist,person,Albuquerque Public Art,organization
61004,Albuquerque Public Art,Series of panoramic photographs of different transportation methods in the Albuquerque area.,photographs,Travel Through ABQ: Airplane,cited,photographic materials,2011,creation,,,,Michael Sanchez,artist,person,Albuquerque Public Art,organization
61007,Albuquerque Public Art,Series of panoramic photographs of different transportation methods in the Albuquerque area.,photographs,Travel Through ABQ: Big-I,cited,photographic materials,2011,creation,,,,Michael Sanchez,artist,person,Albuquerque Public Art,organization
61010,Albuquerque Public Art,Series of panoramic photographs of different transportation methods in the Albuquerque area.,photographs,Travel Through ABQ: Central,cited,photographic materials,2011,creation,,,,Michael Sanchez,artist,person,Albuquerque Public Art,organization
61012,Albuquerque Public Art,Series of panoramic photographs of different transportation methods in the Albuquerque area.,photographs,Travel Through ABQ: Downtown,cited,photographic materials,2011,creation,,,,Michael Sanchez,artist,person,Albuquerque Public Art,organization
61015,Albuquerque Public Art,Series of panoramic photographs of different transportation methods in the Albuquerque area.,photographs,Travel Through ABQ: Nob Hill Bike Path,cited,photographic materials,2011,creation,,,,Michael Sanchez,artist,person,Albuquerque Public Art,organization
61017,Albuquerque Public Art,Series of panoramic photographs of different transportation methods in the Albuquerque area.,photographs,Travel Through ABQ: RailRunner,cited,photographic materials,2011,creation,,,,Michael Sanchez,artist,person,Albuquerque Public Art,organization
61021,Albuquerque Public Art,Series of panoramic photographs of different transportation methods in the Albuquerque area.,photographs,Travel Through ABQ: Rapid Ride 2,cited,photographic materials,1904,creation,,,,Michael Sanchez,artist,person,Albuquerque Public Art,organization
61023,Albuquerque Public Art,Series of panoramic photographs of different transportation methods in the Albuquerque area.,photographs,Travel Through ABQ: Tram,cited,photographic materials,2011,creation,,,,Michael Sanchez,artist,person,Albuquerque Public Art,organization
61025,Albuquerque Public Art,This mosaic celebrates the acequia and depicts undulating wave-like forms in dynamic colors.,mosaics (visual works),El Agua es La Vida: Reflection,cited,tile,2011,creation,,,,Elisabeth Loring,artist,person,Albuquerque Public Art,organization
61032,Albuquerque Public Art,Series of fractal artworks created using different mathematical equations.,prints (visual works),Fractal #1,cited,paper (fiber product),2011,creation,,,,Jonathan Wolfe,artist,person,Albuquerque Public Art,organization
61035,Albuquerque Public Art,Series of fractal artworks created using different mathematical equations.,prints (visual works),Fractal #2,cited,paper (fiber product),1904,creation,,,,Jonathan Wolfe,artist,person,Albuquerque Public Art,organization
61041,Albuquerque Public Art,Series of fractal artworks created using different mathematical equations.,prints (visual works),Fractal #3,cited,paper (fiber product),1904,creation,,,,Jonathan Wolfe,artist,person,Albuquerque Public Art,organization
61045,Albuquerque Public Art,Dia de los Muertos portrait of two child skeletons with a skeleton doll.,woodcuts,Los Muertitos,cited,paper (fiber product),2011,creation,,,,Justine Ortiz,artist,person,Albuquerque Public Art,organization
61047,Albuquerque Public Art,Two goat skeletons on wheels duking it out.,woodcuts,Goat Fight,cited,paper (fiber product),2011,creation,,,,Justine Ortiz,artist,person,Albuquerque Public Art,organization
61071,Albuquerque Public Art,"Three skeletons sitting, standing and climbing on a bottle.",woodcuts,Message in the Bottle,cited,paper (fiber product),2011,creation,,,,Henry Morales,artist,person,Albuquerque Public Art,organization
61076,Albuquerque Public Art,"A lithograph depicting 24 different types of cars, each with a distinctly southwestern character.",lithographs,Southwest Vernacular I,cited,paper (fiber product),2011,creation,,,,Kenny Davis,artist,person,Albuquerque Public Art,organization
61081,Albuquerque Public Art,"A lithograph depicting 24 different houses, each with a distinctly southwestern character.",lithographs,Southwest Vernacular II,cited,paper (fiber product),2011,creation,,,,Kenny Davis,artist,person,Albuquerque Public Art,organization
61091,Albuquerque Public Art,A lithograph depicting an iris flower in shades of yellow and brown.,lithographs,The Passing,cited,paper (fiber product),2011,creation,,,,Vera Sprunt,artist,person,Albuquerque Public Art,organization
61094,Albuquerque Public Art,"An etching of a cartoon-like cowboy with Mickey Mouse ears and a floating cowboy hat, smoking a cigarette with a southwestern landscape in the background.",etchings (prints); paintings (visual works),You're Not From Around Here,cited,paper (fiber product),2011,creation,,,,Evan Dent,artist,person,Albuquerque Public Art,organization
61113,Albuquerque Public Art,An etching with a cartoon-like bear catching a frog with his long tongue.,etchings (prints),Froggy,cited,paper (fiber product),2011,creation,,,,Evan Dent,artist,person,Albuquerque Public Art,organization
61116,Albuquerque Public Art,An etching of a cartoon-like hand honking a small horn.,etchings (prints),Toot,cited,paper (fiber product),2011,creation,,,,Evan Dent,artist,person,Albuquerque Public Art,organization
61124,Albuquerque Public Art,An etching with a cartoon-like skull wearing a whirly gig hat.,etchings (prints),Spun,cited,paper (fiber product),2011,creation,,,,Evan Dent,artist,person,Albuquerque Public Art,organization
61126,Albuquerque Public Art,An etching of a cartoon-like hand with one of the fingers exploding off like a firecracker.,etchings (prints),Pop,cited,paper (fiber product),1904,creation,,,,Evan Dent,artist,person,Albuquerque Public Art,organization
61128,Albuquerque Public Art,An etching in a cartoon-like style of a wooden fence with a poster of a wanted person and a small furry creature looking over at it.,etchings (prints),Fence II,cited,paper (fiber product),2011,creation,,,,Evan Dent,artist,person,Albuquerque Public Art,organization
61130,Albuquerque Public Art,"Abstract, geometric lithograph.",paintings (visual works),Enigma II,cited,paint; wood (plant material); acrylic,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61132,Albuquerque Public Art,"Abstract, geometric lithograph.",paintings (visual works),Razzle Dazzle,cited,wood (plant material); acrylic paint,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61134,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,Y'es Em (I am),cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61136,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,"Untitled, Origins# 0-106-78 (bk 130)",cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61138,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,"Untitled, Origins# 0-105-78 (bk 130)",cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61140,Albuquerque Public Art,Abstract print with active lines and a sense of movement.,works on paper; drawings (visual works),Yarman II,cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61142,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,"Untitled, 81.6.3A",cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61144,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,Untitled 79.104,cited,ink,2011,creation,,,,Unknown,artist,person,Albuquerque Public Art,organization
61147,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,Untitled 79.12.3,cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61149,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,Untitled 79.12.4,cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61151,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,Untitled 78.9.4,cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61153,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,Untitled (1978),cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61155,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,Tamam,cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61157,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,Osmanli,cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61159,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,Maelstrom,cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61161,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,Galata II,cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61163,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,Ayasofia II,cited,ink,1904,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61165,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,Attic Reflections I,cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61167,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,Attic Reflections II,cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61169,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,Attic Reflections III,cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61171,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,Attic Reflections IV,cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61173,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,Ars Antiqua,cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61175,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,Arcanum,cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
61177,Albuquerque Public Art,"Abstract, geometric lithograph.",lithographs,Ahmet Cami,cited,ink,2011,creation,,,,Garo Antreasian,artist,person,Albuquerque Public Art,organization
62344,Albuquerque Public Art,"I worked directly with the public in creating the theme for the imagery found in both the sculptures and the sound walls. The theme reflects the unique escarpment and big sky of this area of New Mexico. The curvilinear design creates a sense of motion across each bridge while providing an inspiring view through the sculptures of the surrounding landscape itself. The pedestrians that actually cross over the bridges are treated to a constantly chancing shadow dance between the sculptures and New Mexico's ever present sun. 2007 The Coors/I-40 Freeway Interchange Project and its aesthetics have won 10 National awards to date, Albuquerque, NM; 2003 Laird Leadership in Art Award, Wisconsin; 1991 Buchel Foundation Arts Grant, Wisconsin; 1987 Skowhegan School of Painting and Sculpture, Scholarship Award, New York; 1987 Buchel Foundation Arts Grant, Wisconsin",sculpture (visual work),New Mexico Inspired; Coors/I-40 Grip Interchange Project,cited; popular,Cor-Ten steel (TM); stainless steel; concrete,2007; 2007,commission; creation,500,length,feet,Karen Yank;Albuquerque Public Art,artist;administrator,person;organization,Albuquerque Public Art,organization
62348,Albuquerque Public Art,"I worked directly with the public in creating the theme for the imagery found in both the sculptures and the sound walls. The theme reflects the unique escarpment and big sky of this area of New Mexico. The curvilinear design creates a sense of motion across each bridge while providing an inspiring view through the sculptures of the surrounding landscape itself. The pedestrians that actually cross over the bridges are treated to a constantly chancing shadow dance between the sculptures and New Mexico's ever present sun. 2007 The Coors/I-40 Freeway Interchange Project and its aesthetics have won 10 National awards to date, including the Albuquerque, NM 2003; Laird Leadership in Art Award, Wisconsin; 1991 Buchel Foundation Arts Grant, Wisconsin; 1987 Skowhegan School of Painting and Sculpture, Scholarship Award, New York; 1987 Buchel Foundation Arts Grant, Wisconsin",sculpture (visual work),New Mexico Inspired II; Coors/I-40 Grip Interchange Project,cited; popular,Cor-Ten steel (TM); stainless steel; concrete,2007; 2007,commission; creation,16,height,feet,Karen Yank;New Mexico Department of Transportation;Albuquerque Public Art,artist;administrator;administrator,person;organization;organization,Albuquerque Public Art,organization
64991,Albuquerque Public Art,"Programmable, energy-efficient lighting gives language to this alternative transportation bridge. Illumination conducts a dialogue between multiple voices in the landscape: six lanes of whizzing traffic and a fragment of arroyo still teeming with life.",light art,Bear Canyon Bicycle/Pedestrian Bridge,cited,LEDs; optical fiber,2013,creation,,,,Linnaea Tillett,artist,person,Albuquerque Public Art,organization
70962,Albuquerque Public Art,"""Monument"" is a throw back to some of the older ideas of public art as a commemoration or remembrance, Placed on a concrete pedestal, the configuration is similar to a rusty mechanical relic from the 19th century and is a reminder of the roots of Albuquerque as a railroad town. Located in a roundabout it is also a commentary on the vehicular traffic that passes by it.Native American iconography is also incorporated, as the area is the site of an abandoned ""Indian School"" which is hated by many in that culture.",outdoor sculpture,Monument,cited,found objects; steel (alloy); paint; concrete,2012; 2013,commission; creation,23,height,feet,Ed Haddaway,artist,person,Albuquerque Public Art,organization
76356,Albuquerque Public Art,The Isotopes Ball Players were inspired by the fun and vibrance of a baseball stadium. The colorful and energetic design complements visitors' experience upon entering the park. They are appreciated by the thousands that pass by daily and have come to represent the stadium as a whole. Read more: http://ballparkdigest.com/20081117476/minor-league-baseball/visits/isotopes-park-albuquerque-isotopes Read more: http://pascettisteel.com/isotopes-stadium/,metalwork,Isotopes Ball Players,cited,steel (alloy); paint,2004,creation,20,height,feet,Lorenzo Romero;Damian Pascetti,artist;artist,person;person,Albuquerque Public Art,organization
76534,Albuquerque Public Art,"The five steel windows that comprise You Are Here frame the features that characterize Ventana Ranch Park. Each references a color and design seen in New Mexico's traditional buildings. The windows are mounted atop cast concrete benches (bancos), which also serve as seating for park visitors. They are installed on an arc, framing many points of view, be it the playground, basketball court, nearby businesses or the majestic Sandia Mountains.Sitting and observing one's surroundings through the windows is an invitation to slow down and appreciate one's place in the world. Hence, the title of the sculpture: You Are Here. May the community of Ventana Ranch enjoy their magnificent view from the windows for many years to come. Read more about this project: www.cabq.gov/culturalservices/public-art/events/dedication-ceremony-for-you-are-here-by-rachel-stevens",outdoor sculpture,You Are Here,cited,steel (alloy); paint; concrete,2013,creation,12;45;5,height;width;depth,feet;feet;feet,Rachel Stevens,artist,person,Albuquerque Public Art,organization
76774,Albuquerque Public Art,"""The sculpture Southwest Pieta is an updated version of the traditional Pieta, which depicts a Southwest Indian man holding a reclining Southwest Indian woman. The piece is based on the theme of origin of the two volcanoes outside of Mexico City. Native Americans in the valley of Mexico believed the volcanoes were ill-fated lovers turned into mountains by the Gods, who felt compassion for them. I like the universal quality of the story and the fact that the image is a widely used image within the Mexican-American community in the United States from Texas to California. I have used the piece to also include the eagle, the rattlesnake and the cactus, which along with the mountains play an important part in the religion and ritual of Native Americans. If these figures can be accepted as having a connection with the mountains, we can begin to accept ecological connections.""",drawings (visual works),Southwest Pieta,cited,graphite pencils; paper (fiber product),1987,creation,,,,Luis Jimenez,artist,person,Albuquerque Public Art,organization
76776,Albuquerque Public Art,A new sign that replicates the original historic sign.,signage,KiMo Sign,cited,metal; neon,2011,creation,,,,Zeon Signs,artist,person,Albuquerque Public Art,organization
76780,Albuquerque Public Art,"While seemingly a humorous commentary on contemporary society's increasingly narcissistic tendencies to pose in front of a lens, Camera Man has an additional reference, that of ancient archeology. Upon looking closely, the viewer can decipher temples and pyramids of the Mayans. Placed at ground level, the sculpture becomes an artifact as well as art. In this way, it affords insights into past cultures while making a statement on the vanity of present ones.",outdoor sculpture,Camera Man,cited,granite (rock),2012,creation,,,,Mark Fredenburg,artist,person,Albuquerque Public Art,organization
76783,Albuquerque Public Art,"A sculpture depicting a hawk in flight, made entirely out of recycled car doors.",sculpture (visual work),Auto Hawk,cited,metal,2014,creation,,,,Christopher Fennell,artist,person,Albuquerque Public Art,organization
76786,Albuquerque Public Art,A retro-looking red rocket.,outdoor sculpture,Fire Rocket,cited,steel (alloy),2013,creation,,,,Peter Reiquam,artist,person,Albuquerque Public Art,organization
76788,Albuquerque Public Art,An etching with a roadrunner bird and a large red flower.,etchings (prints),Desert Flower,cited,paper (fiber product),2012,creation,,,,Neal Smith,artist,person,Albuquerque Public Art,organization
76790,Albuquerque Public Art,A mezzotint print of two small animals riding bicycles in a cartoon-like landscape.,prints (visual works),Midstream,cited,paper (fiber product),2012,creation,,,,Ray Maseman,artist,person,Albuquerque Public Art,organization
76791,Albuquerque Public Art,A lithograph with blue and ochre swirls.,lithographs,Prayer for Rain,cited,paper (fiber product),1906,creation,,,,Amanda Quiroz,artist,person,Albuquerque Public Art,organization
76794,Albuquerque Public Art,A photographic collage of the bosque in Albuquerque.,photographs; photocollages (photographic compositions),Untitled,cited,photographic materials,2012,creation,,,,Kayla Tillman,artist,person,Albuquerque Public Art,organization
76796,Albuquerque Public Art,A photograph of leaves on the ground,photographs,Untitled,cited,photographic materials,2012,creation,,,,Kayla Vandever,artist,person,Albuquerque Public Art,organization
76798,Albuquerque Public Art,"Red-factor animates the space that it hangs in, it is provocative in many ways.  It is a contemporary piece about light and animation; something that references nature in an ever changing way-like nature herself.  I am working with metallic leaf, composite materials of aluminum and brass, applied in thin layers with varnish to the surface of prepared panels.  I let the leafing make it's way to the tacky varnish when it is almost but not fully dry and with the lightest touch like a feather, press it down.  Sometimes a whole leaf will adhere perfectly without a blemish but more often, it cracks, splits apart and reveals the under-color in the process. I have to accept the organic aspects of this medium and surrender to the nature of the delicate material.   The grid structure the shiny square pieces applied in formation along side the unexpected irregular breaks give the pieces both order and chaos, something like a garden. But it is the way the overall effect of the metallic finish reflects light that I most respond to.",paintings (visual works),Red-factor,cited,oil paint (pigmented coating),2013,creation,,,,Deborah Gavel,artist,person,Albuquerque Public Art,organization
76800,Albuquerque Public Art,A print of two people sitting in the Bosque in Albuquerque.,prints (visual works),In the Bosque,cited,paper (fiber product),2012,creation,,,,Larry Phillips,artist,person,Albuquerque Public Art,organization
76802,Albuquerque Public Art,"Dedicated to the New Mexicans who died in the Vietnam war, the Almost 400 large and small holes in the 3 messages walls represent  losses.",outdoor sculpture,Holes in our Hearts,cited,concrete; metal; stone (rock),2013,creation,,,,Steve Borbas,artist,person,Albuquerque Public Art,organization
76804,Albuquerque Public Art,A colorful watercolor of a school of fish.,paintings (visual works),Fish School,cited,watercolor (paint),2009,creation,,,,Charles Montoya,artist,person,Albuquerque Public Art,organization
76806,Albuquerque Public Art,"""She Taught Us to Weave"" reexamines tools of sustenance and communication in a complex age of technology. A low-powered radio transmitter emits the Navajo phrase ""Hozho naahaslii"" on station 96.9. ""Hozho"" encompasses the intrinsic value of living beautifully.",mural paintings (visual works),She Taught Us to Weave,cited,paint,2012,creation,,,,Nani Chacon,artist,person,Albuquerque Public Art,organization
76809,Albuquerque Public Art,"Sister pieces ""Trance Dance"" and ""Dualities"", while being primarily hand-made, are conceived in the face of sweeping and inspiring changes wrought by the technological revolution. From sonar to vector graphics, these images use techniques and formalisms that are mathematical in essence.",mural paintings (visual works),Trance Dance,cited,panelboards,2012,creation,,,,Larry Phillips,artist,person,Albuquerque Public Art,organization
76812,Albuquerque Public Art,"Sister pieces ""Trance Dance"" and ""Dualities"", while being primarily hand-made, are conceived in the face of sweeping and inspiring changes wrought by the technological revolution. From sonar to vector graphics, these images use techniques and formalisms that are mathematical in essence.",mural paintings (visual works),Dualities,cited,paint,2012,creation,,,,Larry Phillips,artist,person,Albuquerque Public Art,organization
76813,Albuquerque Public Art,"""Mirrored Robots"" touches on ideas of camouflage, self-recognition and adaptive mimicry as they relate to machines, conveying the understanding that technology infiltrates life to such a degree that it becomes necessary for survival and identity.",mural paintings (visual works),Mirrored Robots,cited,paint,2012,creation,,,,David Leigh,artist,person,Albuquerque Public Art,organization
76815,Albuquerque Public Art,"These bee images, appearing at multiple sites, were created to bring attention to the plight of the honey bee. The growing demand for food, the use of pesticides and the environmental issues, and the decreasing populations of honey bees create concern for the future of humanity without insects to pollinate our food supply.",mural paintings (visual works),Untitled (Bees),cited,paint,2012,creation,,,,John McClendon,artist,person,Albuquerque Public Art,organization
76818,Albuquerque Public Art,"""Inland Empire: A Suspended Animation"", references the Louisiana Purchase, the largest land acquisition in the history of the United Statesand the dreams of imperial power symbolized by Napolean. Banks says, ""Glory, grandeur, occupation, defeat and exile, these are the commonalities of New World domination.""",mural paintings (visual works),Inland Empire: A Suspended Animation,cited,paint,2013,creation,,,,"Jamison ""Chas"" Banks",artist,person,Albuquerque Public Art,organization
76821,Albuquerque Public Art,"""Patternation"" is an investigation of pattern as tradition, pattern as generations and the breakthrough of patterns where we find hope. Symbols are the vocabulary we communicate with non verbally. We are all hard-wired to understand them.",mural paintings (visual works),Patternation,cited,paint,2013,creation,,,,Frank Buffalo Hyde,artist,person,Albuquerque Public Art,organization
76822,Albuquerque Public Art,"""Augmented Reality for Open Spaces"" is a mix of mathematics, philosophy, technology, and street art. This tech-interactive mural, which examines cosmic themes of life and death, allows passengers on the Rail Runner with mobile devices to download a free browser that, when used to view the mural, reveals augmented reality components, viewable from devices using the Argon AR Web Browser, available online at: http://argon.gatech.edu.",mural paintings (visual works),Augmented Reality for Open Spaces,cited,paint,2012,creation,,,,Nettrice Gaskins,artist,person,Albuquerque Public Art,organization
76823,Albuquerque Public Art,"""Los Libros""(The Books) is a three-element installation of interactive minimal kinetic geometric forms.  The repeated shape is representative of books that are graduated from a large element to a small element.  This gradation represents the three stages of reading from children to adolescents to adults and the clients of the library.  The frames enclosed inside of the main frames can be rotated to simulate the turning of pages and the expansion of knowledge, as the book is read and reread.  Also the frames act as a window on the world much as books allow us a window on the world.  Viewer participation allows for an ever-changing image as reading causes an expansion of perception and worldview.",sculpture (visual work),Los Libros,cited,stainless steel,2013,creation,,,,John Northcutt,artist,person,Albuquerque Public Art,organization
76826,Albuquerque Public Art,Piece was purchased from the 2013 exhibition at SBCC,photographs,Muertarina,cited,photographic materials,2013,creation,,,,Oscar Lozoya,artist,person,Albuquerque Public Art,organization
76827,Albuquerque Public Art,Photograph of desert landscape.,photographs,Desert Elements,cited,photographic materials,2013,creation,,,,Greg Smith,artist,person,Albuquerque Public Art,organization
76829,Albuquerque Public Art,"Mural painted with the help of several local youth. The themes relate to pre-history, the current time and the future.",mural paintings (visual works),Quantum Bridge,cited,paint,2013,creation,,,,Aaron Noble,artist,person,Albuquerque Public Art,organization
76835,Albuquerque Public Art,"Mural painted by Larry bob Phillips and students in a sign painting class at CNM. Numerous Albuquerque landmarks, historic signs and landscape.",mural paintings (visual works),Signs of the Times,cited,paint,2014,creation,,,,Larry Phillips,artist,person,Albuquerque Public Art,organization
76838,Albuquerque Public Art,"The sleek welded stainless steel spires suspend a rugged granite boulder from the Gila Forest.  The sculpture implies the contrast between humanity and nature as both durable materials will most likely outlast our current civilization, hinting at that precarious symbiotic relationship.",sculpture (visual work),Suspense,cited,steel (alloy); rock,2013,creation,,,,Michael Metcalf,artist,person,Albuquerque Public Art,organization
76841,Albuquerque Public Art,"When I originally conceived of these acrylic pieces, our country was at war. While most of my drawings and paintings were reflecting the pain and struggles of life, the plastic sculptures reflect a more joyous feeling, a feeling of sweetness like candy that one would find at a carnival, a boardwalk, or an amusement park where the horrors of war don't exist.",reliefs (sculptures),Jolly Rodgers,cited,acrylic,2014,creation,,,,Benjamin Hazard,artist,person,Albuquerque Public Art,organization
76843,Albuquerque Public Art,16 portraits of various artists.,paintings (visual works),16 Artist's I Like,cited,paint,2014,creation,,,,Brian Bailey,artist,person,Albuquerque Public Art,organization
76846,Albuquerque Public Art,"""The phase, ""Passing Thru,"" can represent many ideas and thoughts depending on theindividual and their experience. One can be passing through town, a relationship orbad times.In meditation, one learns to simply let thoughts pass through the mind, not stopping tolinger or pause on any one of the million thoughts or feelings that remain continuous24/7, 365 days a year.My intent in these paintings, is to capture in still frame, so to speak, these moments intime of ideas, thoughts and feelings""",paintings (visual works),Passing Through the Night,cited,paint,2014,creation,,,,Ali Gallo,artist,person,Albuquerque Public Art,organization
76848,Albuquerque Public Art,"""Guardians"" is a reflection of the land, her people and architecture of the Altura Park community. Shapes of houses, trees, even the worn path walkers in the park have made, became vital pieces of information in making the sculptures. The concept of the ""Guardians"" is simple, a durable abstract piece that is a composite of lines,shapes and impressions I perceived from my visits to the park.These forms are meant to be guardians of the neighborhood, sentinels that symbolize the spirit of the community.",sculpture (visual work),The Guardians,cited,Cor-Ten steel (TM),2013,creation,,,,Nora Naranjo Morse,artist,person,Albuquerque Public Art,organization
76852,Albuquerque Public Art,A computer-generated image of a crane at the Bosque del Apache.,digital images,Bosque del Apache,cited,paper (fiber product),2014,creation,,,,Carol Chamberland,artist,person,Albuquerque Public Art,organization
76854,Albuquerque Public Art,"""As an artist I have intentionally avoided politically oriented subject matter and angst-ridden or physical wrestling with the act of painting itself.   To make art, the act of making art must stay true to a harmonious balance of beauty, nature, humanity and the whole universe.   This is in accordance with Navajo philosophy.   I have chosen to focus on nature, on landscape. My work is about and has always been about land, about being aware of our surroundings and appreciating the beauty of nature.   I am concerned that we are no longer aware of those.   The calm and beauty that is in my work I hope serves as a reminder of what is underfoot, of the exchange we make with nature.   Light, space and color are the axis around which my work evolves.""",paintings (visual works),Prickly Green II,cited,canvas,2014,creation,,,,Emmi Whitehorse,artist,person,Albuquerque Public Art,organization
76856,Albuquerque Public Art,"""My work has always dealt with the landscape, to a lesser or greater degree ofabstraction. I find in art, as in life, development travels in cycles rather than in a linearevolution. I consider myself primarily a colorist and a hopeless romantic.""",paintings (visual works),Foothills,cited,canvas,2014,creation,,,,Frank McCulloch,artist,person,Albuquerque Public Art,organization
76858,Albuquerque Public Art,"In ""Bucking Bronco"" I'm using a Western clich� to talk about risk in our modern world.  This is a cautionary tale with environmental references:  photographs of industrial ground making up the body of the horse and cloudy sky in his body and legs.  The cowboy's body is made of rocks, suggesting that if he leaves his mount he will be guaranteed a hard landing.  The wheelchair symbol making up the front half of the horse is a warning of where this rider may end up if things go wrong.  Paint creates a highly charged atmospheric, almost heart shaped, backdrop formed by expressive brush strokes and vibrant, contradictory colors.   The combination gives us a prophetic warning to be careful of what we choose to ""ride"".",multimedia works,Bucking Bronco,cited,photographic materials; paint,2014,creation,,,,Holly Roberts,artist,person,Albuquerque Public Art,organization
76860,Albuquerque Public Art,"""Holocene (geologic epoch) expresses a playfulness, ambiguous scale, a sense of the surreal, of primitive simplicity, of provocative color.It represents a source of my lifelong search through the mystery and magic of nature, and   continues to nurture my inspiration. """,paintings (visual works),Holocene,cited,canvas,2014,creation,,,,Jane  Sprague,artist,person,Albuquerque Public Art,organization
76862,Albuquerque Public Art,"Jessica Lozoya personally controls her photographic images throughout every step. This begins with the concept, selecting the models and props, lighting, exposure of the image and post computer manipulation.    During the course of her career as a professional photographer in Albuquerque for almost 15 years, Jessica Lozoya has refined her style of both landscape and photo-realistic fantasy photography. After careful exposure, images are processed using a method that Jessica Lozoya has developed over the years to give her the qualities she desires. Images are captured within the camera as much as possible and then she uses computer software programs to create effects that do not naturally occur. Printed using Epson K3 inks that are rated to last over 200 years, prints are framed with UV protecting plexi-glass.",photographs,Blue Sky Tour,cited,photographic materials,2014,creation,,,,Jessica Lozoya,artist,person,Albuquerque Public Art,organization
76864,Albuquerque Public Art,"John Garrett's pieces have explored the functions of what baskets traditionally have been, with an emphasis on the contemporary situations at the time they are made.  His current pieces are constructed mostly out of salvaged and recycled materials, primarily metal.  They question and stand monument to our recent times of abundance and excess.",metalwork,Winter Meditation,cited,metal,2014,creation,,,,John Garrett,artist,person,Albuquerque Public Art,organization
